inspection_id,date,part_number,supplier_id,lot_number,quantity_received,quantity_inspected,quantity_failed,defect_type,defect_category,inspection_stage,inspector,disposition,ncr_id,cost_impact
INS-00180,2023-03-06,BATT-008,SUP-009,LOT-711,38,35,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-00181,2024-10-09,MMB-001,SUP-003,LOT-461,141,108,27,Solder Joint Failure,Electrical,In-Process Inspection,QE-Patel,Supplier Return,NCR-8032,1154.68
INS-00182,2024-03-02,FAST-010,SUP-008,LOT-636,57,56,0,,,Receiving Inspection,QE-Nguyen,Accept,,0.0
INS-00183,2024-06-22,ESC-002,SUP-004,LOT-496,149,101,5,Connector Misalignment,Assembly,Receiving Inspection,QE-Nguyen,Use-As-Is,,352.24
INS-00184,2023-01-17,WHAR-005,SUP-005,LOT-695,101,33,2,Incorrect Part Number,Documentation,In-Process Inspection,QE-Nguyen,Reject,,53.76
INS-00185,2023-02-15,PROP-003,SUP-006,LOT-746,100,94,1,Incorrect Part Number,Documentation,In-Process Inspection,QE-Patel,Reject,,85.09
INS-00186,2023-05-19,GPS-013,SUP-004,LOT-400,26,20,0,,,Receiving Inspection,QE-Patel,Accept,,0.0
INS-00187,2023-07-24,MMB-001,SUP-003,LOT-137,20,15,1,Documentation Missing,Documentation,Final Assembly,QE-Patel,Reject,NCR-9897,122.98
INS-00188,2024-01-01,WHAR-005,SUP-005,LOT-227,22,15,0,,,Final Assembly,QE-Nguyen,Accept,,0.0
INS-00189,2024-02-14,WING-007,SUP-006,LOT-609,200,162,11,Documentation Missing,Documentation,End-of-Line Test,QE-Nguyen,Use-As-Is,,3447.46
INS-00190,2024-06-15,LARM-015,SUP-010,LOT-942,78,70,29,Surface Finish,Cosmetic,End-of-Line Test,QE-Patel,Reject,NCR-8055,3213.75
INS-00191,2023-10-28,PYLD-009,SUP-001,LOT-536,92,36,2,Surface Finish,Cosmetic,Final Assembly,QE-Patel,Reject,NCR-8305,255.79
INS-00192,2024-03-30,FRAME-012,SUP-001,LOT-910,99,81,4,Dimensional Out-of-Tolerance,Dimensional,Final Assembly,QE-Torres,Reject,,1888.4
INS-00193,2024-11-18,ESC-002,SUP-004,LOT-168,173,146,5,Incorrect Part Number,Documentation,In-Process Inspection,QE-Patel,Rework,NCR-8179,341.76
INS-00194,2024-10-22,GPS-013,SUP-004,LOT-479,103,71,13,Contamination,Cosmetic,Receiving Inspection,QE-Nguyen,MRB Review,NCR-3513,4348.01
INS-00195,2023-03-20,BATT-008,SUP-009,LOT-507,156,56,0,,,Final Assembly,QE-Nguyen,Accept,,0.0
INS-00196,2023-10-13,THRM-011,SUP-005,LOT-220,73,25,2,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Nguyen,Use-As-Is,,16.29
INS-00197,2023-09-24,GPS-013,SUP-004,LOT-225,190,161,20,Solder Joint Failure,Electrical,Final Assembly,QE-Patel,Reject,,5336.64
INS-00198,2023-03-17,FC-014,SUP-004,LOT-427,125,53,2,Documentation Missing,Documentation,End-of-Line Test,QE-Nguyen,Rework,,1217.56
INS-00199,2023-03-08,FRAME-012,SUP-001,LOT-753,150,106,4,Delamination,Composite,Final Assembly,QE-Patel,Rework,,4238.37
INS-00200,2024-01-06,GPS-013,SUP-004,LOT-667,140,63,2,Surface Finish,Cosmetic,In-Process Inspection,QE-Osei,Rework,NCR-9094,198.92
INS-00201,2024-04-23,BCON-006,SUP-004,LOT-887,151,53,5,Corrosion,Cosmetic,Receiving Inspection,QE-Brooks,Rework,NCR-8842,93.08
INS-00202,2024-08-11,FC-014,SUP-004,LOT-231,28,11,1,Incorrect Part Number,Documentation,Receiving Inspection,QE-Osei,Use-As-Is,,383.68
INS-00203,2024-08-24,THRM-011,SUP-005,LOT-614,56,22,0,,,End-of-Line Test,QE-Torres,Accept,,0.0
INS-00204,2023-05-08,FC-014,SUP-004,LOT-268,142,54,0,,,Final Assembly,QE-Patel,Accept,,0.0
INS-00205,2024-12-27,BCON-006,SUP-004,LOT-966,67,38,0,,,Final Assembly,QE-Torres,Accept,,0.0
INS-00206,2023-07-21,WHAR-005,SUP-005,LOT-272,172,113,5,Missing Hardware,Assembly,Final Assembly,QE-Osei,Reject,,285.98
INS-00207,2023-06-07,FAST-010,SUP-008,LOT-962,53,52,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-00208,2023-01-30,MMB-001,SUP-003,LOT-131,30,8,1,Wrong Material Cert,Documentation,Final Assembly,QE-Brooks,Reject,NCR-7825,147.58
INS-00209,2024-10-04,LARM-015,SUP-010,LOT-174,149,74,11,Wrong Material Cert,Documentation,Final Assembly,QE-Torres,Use-As-Is,NCR-7653,782.83
INS-00210,2024-03-26,PROP-003,SUP-006,LOT-835,116,90,2,Crack / Fracture,Composite,In-Process Inspection,QE-Nguyen,Use-As-Is,,101.26
INS-00211,2023-12-20,FRAME-012,SUP-001,LOT-577,112,44,2,Connector Misalignment,Assembly,Final Assembly,QE-Torres,Reject,,1024.41
INS-00212,2024-04-05,WHAR-005,SUP-005,LOT-528,73,27,3,Surface Finish,Cosmetic,Receiving Inspection,QE-Patel,Use-As-Is,,254.03
INS-00213,2023-06-13,FC-014,SUP-004,LOT-415,93,63,3,Solder Joint Failure,Electrical,In-Process Inspection,QE-Brooks,Use-As-Is,,1075.22
INS-00214,2023-04-03,MMB-001,SUP-003,LOT-388,110,91,1,Crack / Fracture,Composite,In-Process Inspection,QE-Brooks,Rework,,50.77
INS-00215,2024-10-31,FAST-010,SUP-008,LOT-844,182,165,4,Delamination,Composite,Receiving Inspection,QE-Nguyen,Rework,,45.3
INS-00216,2024-02-17,GPS-013,SUP-004,LOT-395,103,30,1,Contamination,Cosmetic,Receiving Inspection,QE-Torres,Reject,,220.51
INS-00217,2024-05-31,WING-007,SUP-006,LOT-913,125,101,1,Delamination,Composite,Receiving Inspection,QE-Nguyen,Rework,,270.44
INS-00218,2024-01-10,PYLD-009,SUP-001,LOT-441,46,23,1,Corrosion,Cosmetic,End-of-Line Test,QE-Brooks,Reject,NCR-1637,58.06
INS-00219,2024-04-12,PYLD-009,SUP-001,LOT-857,48,44,1,Missing Hardware,Assembly,Final Assembly,QE-Nguyen,Reject,NCR-7438,186.09
INS-00220,2023-12-11,FAST-010,SUP-008,LOT-117,139,99,3,Insulation Damage,Electrical,End-of-Line Test,QE-Nguyen,Reject,,21.75
INS-00221,2024-11-20,BCON-006,SUP-004,LOT-915,38,22,0,,,Final Assembly,QE-Torres,Accept,,0.0
INS-00222,2024-04-30,FAST-010,SUP-008,LOT-744,77,60,1,Connector Misalignment,Assembly,In-Process Inspection,QE-Osei,Reject,NCR-8871,4.21
INS-00223,2024-01-25,GPS-013,SUP-004,LOT-522,47,26,3,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Patel,Rework,NCR-6139,722.28
INS-00224,2024-05-28,WING-007,SUP-006,LOT-778,166,158,4,Crack / Fracture,Composite,Receiving Inspection,QE-Brooks,Reject,NCR-4397,1362.29
INS-00225,2024-01-21,PYLD-009,SUP-001,LOT-296,90,44,2,Crack / Fracture,Composite,Final Assembly,QE-Patel,Reject,NCR-5331,258.02
INS-00226,2024-07-25,WHAR-005,SUP-005,LOT-457,86,49,5,Delamination,Composite,Final Assembly,QE-Osei,Reject,NCR-9011,215.48
INS-00227,2023-10-08,LARM-015,SUP-010,LOT-923,83,35,5,Corrosion,Cosmetic,End-of-Line Test,QE-Patel,Use-As-Is,,783.0
INS-00228,2023-02-13,WHAR-005,SUP-005,LOT-552,83,30,0,,,Final Assembly,QE-Nguyen,Accept,,0.0
INS-00229,2024-05-05,FRAME-012,SUP-001,LOT-730,64,28,1,Electrical Short,Electrical,Final Assembly,QE-Osei,Reject,,348.55
INS-00230,2023-09-06,MOTOR-004,SUP-007,LOT-834,22,21,7,Solder Joint Failure,Electrical,In-Process Inspection,QE-Brooks,Reject,NCR-2641,882.19
INS-00231,2024-11-28,ESC-002,SUP-004,LOT-516,45,11,0,,,In-Process Inspection,QE-Brooks,Accept,,0.0
INS-00232,2024-10-28,BATT-008,SUP-009,LOT-337,61,33,4,Incorrect Part Number,Documentation,Final Assembly,QE-Osei,Reject,NCR-2465,2309.88
INS-00233,2023-02-08,FRAME-012,SUP-001,LOT-607,54,39,4,Documentation Missing,Documentation,In-Process Inspection,QE-Patel,Rework,,2329.18
INS-00234,2023-10-24,LARM-015,SUP-010,LOT-681,19,4,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-00235,2023-12-10,ESC-002,SUP-004,LOT-297,82,49,2,Wrong Material Cert,Documentation,End-of-Line Test,QE-Torres,Rework,,344.65
INS-00236,2023-06-16,BCON-006,SUP-004,LOT-681,197,166,5,Wrong Material Cert,Documentation,Final Assembly,QE-Patel,Reject,NCR-6523,124.89
INS-00237,2024-09-17,PROP-003,SUP-006,LOT-289,173,146,2,Electrical Short,Electrical,End-of-Line Test,QE-Patel,Reject,NCR-7567,165.47
INS-00238,2023-11-28,BATT-008,SUP-009,LOT-492,73,18,0,,,Final Assembly,QE-Patel,Accept,,0.0
INS-00239,2023-10-01,BATT-008,SUP-009,LOT-163,94,61,1,Corrosion,Cosmetic,Receiving Inspection,QE-Torres,Use-As-Is,,603.37
INS-00240,2023-11-11,BATT-008,SUP-009,LOT-326,50,37,1,Wrong Material Cert,Documentation,Final Assembly,QE-Patel,Reject,NCR-5833,395.23
INS-00241,2024-05-04,PROP-003,SUP-006,LOT-875,49,41,2,Thread Damage,Dimensional,Final Assembly,QE-Osei,Use-As-Is,,209.3
INS-00242,2024-11-11,GPS-013,SUP-004,LOT-179,65,64,5,Solder Joint Failure,Electrical,Receiving Inspection,QE-Osei,Reject,,1716.78
INS-00243,2023-03-05,ESC-002,SUP-004,LOT-796,150,101,10,Solder Joint Failure,Electrical,In-Process Inspection,QE-Patel,Rework,NCR-9525,1660.42
INS-00244,2024-08-20,FRAME-012,SUP-001,LOT-567,135,44,1,Documentation Missing,Documentation,End-of-Line Test,QE-Osei,Rework,,686.92
INS-00245,2024-07-26,MMB-001,SUP-003,LOT-863,128,118,17,Connector Misalignment,Assembly,Final Assembly,QE-Patel,Reject,NCR-5169,3082.05
INS-00246,2023-03-16,FAST-010,SUP-008,LOT-817,21,18,0,,,Final Assembly,QE-Torres,Accept,,0.0
INS-00247,2023-03-03,PYLD-009,SUP-001,LOT-846,27,21,1,Dimensional Out-of-Tolerance,Dimensional,Final Assembly,QE-Brooks,Use-As-Is,NCR-3218,152.37
INS-00248,2024-01-27,BCON-006,SUP-004,LOT-980,124,79,15,Contamination,Cosmetic,Receiving Inspection,QE-Nguyen,MRB Review,NCR-9835,137.88
INS-00249,2023-07-02,ESC-002,SUP-004,LOT-874,147,86,3,Insulation Damage,Electrical,In-Process Inspection,QE-Torres,Reject,,781.07
INS-00250,2024-04-19,WHAR-005,SUP-005,LOT-293,182,153,15,Insulation Damage,Electrical,End-of-Line Test,QE-Torres,Rework,NCR-6671,461.84
INS-00251,2024-11-07,MMB-001,SUP-003,LOT-557,117,107,5,Connector Misalignment,Assembly,Receiving Inspection,QE-Osei,Rework,NCR-2653,717.35
INS-00252,2024-12-21,THRM-011,SUP-005,LOT-322,22,12,2,Thread Damage,Dimensional,Receiving Inspection,QE-Torres,Supplier Return,NCR-8191,6.78
INS-00253,2024-05-30,PROP-003,SUP-006,LOT-428,84,50,1,Electrical Short,Electrical,Final Assembly,QE-Patel,Reject,,83.03
INS-00254,2023-05-27,WHAR-005,SUP-005,LOT-537,179,177,7,Solder Joint Failure,Electrical,End-of-Line Test,QE-Osei,Use-As-Is,NCR-3869,466.03
INS-00255,2023-02-18,BATT-008,SUP-009,LOT-485,98,72,9,Connector Misalignment,Assembly,Final Assembly,QE-Patel,Reject,,2299.49
INS-00256,2024-07-04,GPS-013,SUP-004,LOT-574,131,62,6,Electrical Short,Electrical,In-Process Inspection,QE-Torres,Use-As-Is,,851.8
INS-00257,2024-02-27,PYLD-009,SUP-001,LOT-180,116,100,5,Insulation Damage,Electrical,In-Process Inspection,QE-Brooks,Use-As-Is,NCR-4331,435.2
INS-00258,2024-01-15,FC-014,SUP-004,LOT-292,33,25,2,Thread Damage,Dimensional,In-Process Inspection,QE-Osei,Rework,NCR-1647,1123.62
INS-00259,2024-11-18,FRAME-012,SUP-001,LOT-294,153,65,3,Crack / Fracture,Composite,In-Process Inspection,QE-Torres,Use-As-Is,NCR-1251,1246.88
INS-00260,2024-05-05,FRAME-012,SUP-001,LOT-894,72,62,2,Corrosion,Cosmetic,In-Process Inspection,QE-Nguyen,Use-As-Is,,1443.74
INS-00261,2024-04-22,WING-007,SUP-006,LOT-922,146,119,3,Incorrect Part Number,Documentation,Final Assembly,QE-Brooks,Use-As-Is,NCR-9147,902.17
INS-00262,2023-11-24,GPS-013,SUP-004,LOT-116,62,38,7,Incorrect Part Number,Documentation,End-of-Line Test,QE-Nguyen,Reject,NCR-4625,2497.96
INS-00263,2024-08-21,PYLD-009,SUP-001,LOT-953,158,131,14,Contamination,Cosmetic,Final Assembly,QE-Patel,Rework,NCR-4768,1322.66
INS-00264,2024-07-17,BATT-008,SUP-009,LOT-272,177,130,7,Delamination,Composite,End-of-Line Test,QE-Nguyen,Reject,,3317.87
INS-00265,2023-05-24,PROP-003,SUP-006,LOT-636,194,187,6,Crack / Fracture,Composite,In-Process Inspection,QE-Torres,Reject,,651.91
INS-00266,2023-03-18,FC-014,SUP-004,LOT-254,181,57,2,Connector Misalignment,Assembly,Receiving Inspection,QE-Torres,Use-As-Is,NCR-4791,317.97
INS-00267,2024-06-01,MOTOR-004,SUP-007,LOT-664,126,78,11,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Brooks,Reject,,536.32
INS-00268,2023-01-18,MMB-001,SUP-003,LOT-540,145,128,16,Delamination,Composite,Final Assembly,QE-Patel,Rework,,2578.18
INS-00269,2023-04-09,ESC-002,SUP-004,LOT-373,144,55,1,Solder Joint Failure,Electrical,In-Process Inspection,QE-Brooks,Reject,,255.65
INS-00270,2024-01-18,ESC-002,SUP-004,LOT-978,113,86,1,Corrosion,Cosmetic,In-Process Inspection,QE-Torres,Reject,NCR-2320,216.9
INS-00271,2024-02-20,ESC-002,SUP-004,LOT-184,107,74,7,Insulation Damage,Electrical,End-of-Line Test,QE-Brooks,Rework,,1600.78
INS-00272,2024-03-20,FC-014,SUP-004,LOT-988,175,127,4,Corrosion,Cosmetic,Receiving Inspection,QE-Osei,Reject,,959.53
INS-00273,2023-10-05,BATT-008,SUP-009,LOT-656,21,7,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-00274,2023-02-03,THRM-011,SUP-005,LOT-829,55,33,5,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Brooks,MRB Review,NCR-3362,35.08
INS-00275,2023-03-20,LARM-015,SUP-010,LOT-653,86,41,6,Corrosion,Cosmetic,In-Process Inspection,QE-Nguyen,Reject,,498.54
INS-00276,2023-05-24,WING-007,SUP-006,LOT-448,186,66,4,Insulation Damage,Electrical,Final Assembly,QE-Osei,Rework,NCR-4803,1828.97
INS-00277,2024-09-20,GPS-013,SUP-004,LOT-561,162,90,10,Connector Misalignment,Assembly,Final Assembly,QE-Brooks,Rework,,3720.77
INS-00278,2023-12-31,MOTOR-004,SUP-007,LOT-733,151,85,33,Contamination,Cosmetic,In-Process Inspection,QE-Nguyen,MRB Review,NCR-7227,2104.8
INS-00279,2023-09-10,GPS-013,SUP-004,LOT-424,192,66,2,Surface Finish,Cosmetic,Final Assembly,QE-Nguyen,Rework,NCR-3527,712.55
INS-00280,2023-04-04,ESC-002,SUP-004,LOT-468,11,6,0,,,End-of-Line Test,QE-Nguyen,Accept,,0.0
INS-00281,2023-05-16,ESC-002,SUP-004,LOT-559,32,13,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-00282,2024-06-08,PYLD-009,SUP-001,LOT-903,114,41,3,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Nguyen,Use-As-Is,,381.12
INS-00283,2024-01-30,FC-014,SUP-004,LOT-497,13,7,0,,,End-of-Line Test,QE-Torres,Accept,,0.0
INS-00284,2024-07-26,FRAME-012,SUP-001,LOT-801,72,54,0,,,In-Process Inspection,QE-Brooks,Accept,,0.0
INS-00285,2023-05-23,PROP-003,SUP-006,LOT-406,78,38,1,Delamination,Composite,End-of-Line Test,QE-Brooks,Rework,NCR-8121,47.34
INS-00286,2023-03-20,GPS-013,SUP-004,LOT-238,102,57,2,Solder Joint Failure,Electrical,End-of-Line Test,QE-Nguyen,Reject,,509.66
INS-00287,2024-02-10,MMB-001,SUP-003,LOT-717,95,71,6,Connector Misalignment,Assembly,Final Assembly,QE-Patel,Use-As-Is,NCR-3230,561.44
INS-00288,2023-11-18,BATT-008,SUP-009,LOT-689,55,38,2,Incorrect Part Number,Documentation,Final Assembly,QE-Patel,Reject,,948.49
INS-00289,2024-01-21,BCON-006,SUP-004,LOT-658,81,72,8,Connector Misalignment,Assembly,End-of-Line Test,QE-Patel,Use-As-Is,NCR-4273,161.71
INS-00290,2024-07-17,THRM-011,SUP-005,LOT-825,16,15,0,,,End-of-Line Test,QE-Patel,Accept,,0.0
INS-00291,2023-10-26,BATT-008,SUP-009,LOT-347,187,63,3,Electrical Short,Electrical,End-of-Line Test,QE-Nguyen,Reject,,1696.01
INS-00292,2023-06-07,THRM-011,SUP-005,LOT-696,193,156,9,Connector Misalignment,Assembly,End-of-Line Test,QE-Brooks,Rework,,53.42
INS-00293,2024-06-02,PYLD-009,SUP-001,LOT-708,187,153,9,Insulation Damage,Electrical,Receiving Inspection,QE-Torres,Use-As-Is,,1434.1
INS-00294,2023-09-12,ESC-002,SUP-004,LOT-509,178,134,5,Missing Hardware,Assembly,Receiving Inspection,QE-Nguyen,Reject,,1112.97
INS-00295,2024-03-16,GPS-013,SUP-004,LOT-364,37,9,0,,,Receiving Inspection,QE-Patel,Accept,,0.0
INS-00296,2024-06-15,PYLD-009,SUP-001,LOT-702,152,112,7,Thread Damage,Dimensional,In-Process Inspection,QE-Osei,Use-As-Is,NCR-8586,1073.46
INS-00297,2023-12-20,PROP-003,SUP-006,LOT-402,16,11,0,,,Receiving Inspection,QE-Brooks,Accept,,0.0
INS-00298,2023-03-29,LARM-015,SUP-010,LOT-633,39,35,1,Thread Damage,Dimensional,In-Process Inspection,QE-Brooks,Use-As-Is,NCR-8460,134.46
INS-00299,2024-05-02,BCON-006,SUP-004,LOT-217,34,22,3,Thread Damage,Dimensional,End-of-Line Test,QE-Torres,Use-As-Is,NCR-1732,76.33
INS-00300,2023-12-18,FC-014,SUP-004,LOT-438,175,70,7,Wrong Material Cert,Documentation,In-Process Inspection,QE-Osei,Reject,NCR-3858,2806.69
INS-00301,2024-04-18,WING-007,SUP-006,LOT-129,69,68,1,Contamination,Cosmetic,In-Process Inspection,QE-Osei,Rework,,286.5
INS-00302,2023-07-22,LARM-015,SUP-010,LOT-870,125,106,2,Contamination,Cosmetic,End-of-Line Test,QE-Torres,Rework,,118.5
INS-00303,2023-04-15,FAST-010,SUP-008,LOT-983,147,59,2,Incorrect Part Number,Documentation,Final Assembly,QE-Brooks,Rework,,10.25
INS-00304,2024-10-16,PYLD-009,SUP-001,LOT-732,90,71,4,Corrosion,Cosmetic,End-of-Line Test,QE-Patel,Reject,NCR-6766,657.31
INS-00305,2024-11-20,FC-014,SUP-004,LOT-219,190,123,13,Documentation Missing,Documentation,Receiving Inspection,QE-Patel,Reject,NCR-2931,3175.72
INS-00306,2024-12-11,BCON-006,SUP-004,LOT-598,46,43,2,Contamination,Cosmetic,End-of-Line Test,QE-Osei,Reject,NCR-7286,32.31
INS-00307,2024-10-22,FRAME-012,SUP-001,LOT-601,54,48,0,,,In-Process Inspection,QE-Nguyen,Accept,,0.0
INS-00308,2023-07-11,PROP-003,SUP-006,LOT-299,90,79,2,Corrosion,Cosmetic,Receiving Inspection,QE-Brooks,Use-As-Is,,132.23
INS-00309,2024-06-01,PYLD-009,SUP-001,LOT-271,177,170,10,Contamination,Cosmetic,End-of-Line Test,QE-Torres,Use-As-Is,,1040.78
INS-00310,2023-02-01,FAST-010,SUP-008,LOT-381,66,34,0,,,Receiving Inspection,QE-Patel,Accept,,0.0
INS-00311,2023-10-23,PYLD-009,SUP-001,LOT-374,53,42,1,Corrosion,Cosmetic,End-of-Line Test,QE-Osei,Reject,,123.41
INS-00312,2024-01-11,FC-014,SUP-004,LOT-535,148,142,4,Connector Misalignment,Assembly,Receiving Inspection,QE-Torres,Reject,,937.08
INS-00313,2024-10-31,FRAME-012,SUP-001,LOT-220,73,37,3,Electrical Short,Electrical,Receiving Inspection,QE-Patel,Use-As-Is,NCR-2425,1860.49
INS-00314,2024-08-25,MOTOR-004,SUP-007,LOT-933,186,135,23,Electrical Short,Electrical,End-of-Line Test,QE-Patel,Reject,NCR-3281,4522.29
INS-00315,2023-03-02,GPS-013,SUP-004,LOT-820,155,82,8,Insulation Damage,Electrical,Final Assembly,QE-Nguyen,Reject,,1652.12
INS-00316,2024-08-09,WHAR-005,SUP-005,LOT-160,78,73,9,Insulation Damage,Electrical,Receiving Inspection,QE-Nguyen,Rework,,708.41
INS-00317,2024-11-02,FC-014,SUP-004,LOT-879,42,18,3,Solder Joint Failure,Electrical,In-Process Inspection,QE-Brooks,MRB Review,NCR-6277,1617.72
INS-00318,2023-05-26,BATT-008,SUP-009,LOT-887,157,119,13,Delamination,Composite,End-of-Line Test,QE-Torres,Use-As-Is,,7351.78
INS-00319,2024-06-11,WING-007,SUP-006,LOT-565,81,64,0,,,Final Assembly,QE-Brooks,Accept,,0.0
INS-00320,2024-08-18,BCON-006,SUP-004,LOT-750,10,3,0,,,End-of-Line Test,QE-Nguyen,Accept,,0.0
INS-00321,2023-03-06,FC-014,SUP-004,LOT-948,146,86,19,Solder Joint Failure,Electrical,End-of-Line Test,QE-Nguyen,Reject,NCR-9105,4926.1
INS-00322,2024-07-14,BCON-006,SUP-004,LOT-147,157,55,5,Corrosion,Cosmetic,End-of-Line Test,QE-Torres,Use-As-Is,,121.47
INS-00323,2024-04-15,THRM-011,SUP-005,LOT-551,14,4,0,,,In-Process Inspection,QE-Brooks,Accept,,0.0
INS-00324,2024-03-14,MMB-001,SUP-003,LOT-469,61,59,5,Documentation Missing,Documentation,In-Process Inspection,QE-Nguyen,Reject,NCR-5489,291.84
INS-00325,2024-01-16,ESC-002,SUP-004,LOT-193,180,87,12,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Torres,Reject,NCR-4836,1956.19
INS-00326,2023-08-07,MMB-001,SUP-003,LOT-812,132,42,10,Missing Hardware,Assembly,In-Process Inspection,QE-Nguyen,MRB Review,NCR-8291,440.79
INS-00327,2023-05-04,FC-014,SUP-004,LOT-204,118,117,4,Missing Hardware,Assembly,End-of-Line Test,QE-Torres,Rework,NCR-2463,1961.53
INS-00328,2024-01-12,BCON-006,SUP-004,LOT-643,86,38,2,Contamination,Cosmetic,In-Process Inspection,QE-Osei,Reject,,18.86
INS-00329,2024-09-16,MMB-001,SUP-003,LOT-255,176,86,23,Crack / Fracture,Composite,Final Assembly,QE-Brooks,MRB Review,NCR-4490,3433.29
INS-00330,2024-12-04,FAST-010,SUP-008,LOT-202,123,57,0,,,Receiving Inspection,QE-Patel,Accept,,0.0
INS-00331,2023-05-07,GPS-013,SUP-004,LOT-760,160,133,18,Contamination,Cosmetic,Final Assembly,QE-Torres,Use-As-Is,NCR-3290,3225.66
INS-00332,2024-07-20,MOTOR-004,SUP-007,LOT-774,163,116,37,Thread Damage,Dimensional,Final Assembly,QE-Nguyen,MRB Review,NCR-1439,7718.18
INS-00333,2024-06-14,MOTOR-004,SUP-007,LOT-912,165,106,10,Solder Joint Failure,Electrical,End-of-Line Test,QE-Patel,Use-As-Is,,1964.22
INS-00334,2024-01-31,BATT-008,SUP-009,LOT-469,38,16,1,Crack / Fracture,Composite,Receiving Inspection,QE-Nguyen,Reject,,167.72
INS-00335,2024-02-01,PROP-003,SUP-006,LOT-117,155,91,4,Incorrect Part Number,Documentation,In-Process Inspection,QE-Osei,Use-As-Is,,367.33
INS-00336,2023-01-15,ESC-002,SUP-004,LOT-613,77,32,1,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Brooks,Use-As-Is,,210.86
INS-00337,2024-12-19,WING-007,SUP-006,LOT-384,112,38,0,,,In-Process Inspection,QE-Torres,Accept,,0.0
INS-00338,2023-03-22,WHAR-005,SUP-005,LOT-749,140,61,11,Connector Misalignment,Assembly,In-Process Inspection,QE-Torres,MRB Review,NCR-6353,535.65
INS-00339,2024-12-16,WHAR-005,SUP-005,LOT-726,121,60,2,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Osei,Rework,,55.63
INS-00340,2023-11-13,MMB-001,SUP-003,LOT-455,180,89,12,Surface Finish,Cosmetic,Receiving Inspection,QE-Osei,Reject,NCR-1185,844.22
INS-00341,2023-09-23,PYLD-009,SUP-001,LOT-130,52,36,2,Missing Hardware,Assembly,Final Assembly,QE-Nguyen,Reject,,306.43
INS-00342,2024-03-15,GPS-013,SUP-004,LOT-608,79,52,7,Surface Finish,Cosmetic,Final Assembly,QE-Brooks,Reject,,2211.38
INS-00343,2024-01-04,PYLD-009,SUP-001,LOT-790,24,21,1,Electrical Short,Electrical,In-Process Inspection,QE-Torres,Use-As-Is,NCR-2685,171.64
INS-00344,2024-06-05,MOTOR-004,SUP-007,LOT-350,10,2,0,,,Receiving Inspection,QE-Torres,Accept,,0.0
INS-00345,2024-01-08,BATT-008,SUP-009,LOT-771,108,46,1,Missing Hardware,Assembly,Receiving Inspection,QE-Brooks,Reject,,616.97
INS-00346,2023-11-26,MOTOR-004,SUP-007,LOT-222,73,44,17,Documentation Missing,Documentation,Final Assembly,QE-Osei,Supplier Return,NCR-2276,2653.56
INS-00347,2023-02-23,THRM-011,SUP-005,LOT-986,55,27,5,Connector Misalignment,Assembly,Receiving Inspection,QE-Nguyen,Supplier Return,NCR-2129,39.44
INS-00348,2023-11-15,GPS-013,SUP-004,LOT-411,93,34,2,Insulation Damage,Electrical,End-of-Line Test,QE-Osei,Rework,NCR-5777,585.94
INS-00349,2024-04-20,MOTOR-004,SUP-007,LOT-351,104,101,19,Crack / Fracture,Composite,In-Process Inspection,QE-Patel,MRB Review,NCR-9954,3647.84
INS-00350,2024-02-24,MMB-001,SUP-003,LOT-751,16,7,0,,,Final Assembly,QE-Torres,Accept,,0.0
INS-00351,2023-01-02,BCON-006,SUP-004,LOT-161,178,140,20,Electrical Short,Electrical,Final Assembly,QE-Patel,Rework,NCR-4902,321.51
INS-00352,2023-10-14,FRAME-012,SUP-001,LOT-569,33,9,1,Documentation Missing,Documentation,In-Process Inspection,QE-Torres,Reject,,1031.02
INS-00353,2023-04-08,FAST-010,SUP-008,LOT-176,139,51,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-00354,2023-03-05,FAST-010,SUP-008,LOT-342,121,114,0,,,In-Process Inspection,QE-Nguyen,Accept,,0.0
INS-00355,2023-11-19,WHAR-005,SUP-005,LOT-888,110,68,1,Incorrect Part Number,Documentation,End-of-Line Test,QE-Osei,Use-As-Is,NCR-4321,29.34
INS-00356,2023-06-09,ESC-002,SUP-004,LOT-577,37,14,0,,,End-of-Line Test,QE-Nguyen,Accept,,0.0
INS-00357,2023-05-04,WING-007,SUP-006,LOT-192,147,81,3,Connector Misalignment,Assembly,In-Process Inspection,QE-Patel,Use-As-Is,NCR-5341,1389.13
INS-00358,2024-12-03,GPS-013,SUP-004,LOT-505,87,26,1,Solder Joint Failure,Electrical,Final Assembly,QE-Osei,Rework,NCR-5066,438.62
