part_serial_number,lot_number,supplier_id,part_disposition,feature_id,feature_name,gdandt_type,criticality,nominal_x,nominal_y,measured_x,measured_y,measured_value,nominal_value,tolerance,lower_limit,upper_limit,deviation,margin,margin_pct,result,datum_reference,inspector,inspection_date
MMB-0043,LOT-205,SUP-003,MRB REVIEW,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.0892,0.0,0.3,,,0.0892,0.2108,70.3,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0043,LOT-205,SUP-003,MRB REVIEW,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0129,5.0,0.05,4.95,5.05,0.0129,0.0371,74.2,PASS,,QE-Nguyen,2024-06-18
MMB-0043,LOT-205,SUP-003,MRB REVIEW,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0569,8.0,0.1,7.9,8.1,0.0569,0.0431,43.1,PASS,,QE-Nguyen,2024-06-18
MMB-0043,LOT-205,SUP-003,MRB REVIEW,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0351,6.0,0.1,5.9,6.1,0.0351,0.0649,64.9,PASS,,QE-Nguyen,2024-06-18
MMB-0044,LOT-205,SUP-003,PASS,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.0336,19.9685,0.0921,,0.2,,,0.09211,0.10789,53.9,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0044,LOT-205,SUP-003,PASS,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9908,19.9835,0.0377,,0.2,,,0.03778,0.16222,81.1,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0044,LOT-205,SUP-003,PASS,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9812,59.9839,0.0495,,0.2,,,0.0495,0.1505,75.2,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0044,LOT-205,SUP-003,PASS,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.9743,59.9716,0.0767,,0.2,,,0.0766,0.1234,61.7,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0044,LOT-205,SUP-003,PASS,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0393,0.0,0.05,,,0.0393,0.0107,21.4,PASS,A,QE-Nguyen,2024-06-18
MMB-0044,LOT-205,SUP-003,PASS,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0234,0.0,0.1,,,0.0234,0.0766,76.6,PASS,A,QE-Nguyen,2024-06-18
MMB-0044,LOT-205,SUP-003,PASS,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0408,0.0,0.15,,,0.0408,0.1092,72.8,PASS,A,QE-Nguyen,2024-06-18
MMB-0044,LOT-205,SUP-003,PASS,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.0092,0.0,0.3,,,0.0092,0.2908,96.9,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0044,LOT-205,SUP-003,PASS,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0283,5.0,0.05,4.95,5.05,0.0283,0.0217,43.4,PASS,,QE-Nguyen,2024-06-18
MMB-0044,LOT-205,SUP-003,PASS,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.9861,8.0,0.1,7.9,8.1,0.0139,0.0861,86.1,PASS,,QE-Nguyen,2024-06-18
MMB-0044,LOT-205,SUP-003,PASS,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0215,6.0,0.1,5.9,6.1,0.0215,0.0785,78.5,PASS,,QE-Nguyen,2024-06-18
MMB-0045,LOT-205,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.0238,20.0659,0.1402,,0.2,,,0.14013,0.05987,29.9,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0045,LOT-205,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9895,19.9526,0.0971,,0.2,,,0.0971,0.1029,51.4,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0045,LOT-205,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9378,59.8886,0.2552,,0.2,,,0.25518,-0.05518,-27.6,FAIL,A|B|C,QE-Nguyen,2024-06-18
MMB-0045,LOT-205,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0097,60.0465,0.095,,0.2,,,0.095,0.105,52.5,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0045,LOT-205,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0321,0.0,0.05,,,0.0321,0.0179,35.8,PASS,A,QE-Nguyen,2024-06-18
MMB-0045,LOT-205,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0091,0.0,0.1,,,0.0091,0.0909,90.9,PASS,A,QE-Nguyen,2024-06-18
MMB-0045,LOT-205,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1116,0.0,0.15,,,0.1116,0.0384,25.6,PASS,A,QE-Nguyen,2024-06-18
MMB-0045,LOT-205,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.0711,0.0,0.3,,,0.0711,0.2289,76.3,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0045,LOT-205,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9819,5.0,0.05,4.95,5.05,0.0181,0.0319,63.8,PASS,,QE-Nguyen,2024-06-18
MMB-0045,LOT-205,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.9884,8.0,0.1,7.9,8.1,0.0116,0.0884,88.4,PASS,,QE-Nguyen,2024-06-18
MMB-0045,LOT-205,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.007,6.0,0.1,5.9,6.1,0.007,0.093,93.0,PASS,,QE-Nguyen,2024-06-18
MMB-0046,LOT-205,SUP-003,PASS,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9258,19.9981,0.1485,,0.2,,,0.14845,0.05155,25.8,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0046,LOT-205,SUP-003,PASS,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0215,20.0554,0.1188,,0.2,,,0.11885,0.08115,40.6,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0046,LOT-205,SUP-003,PASS,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.007,59.9464,0.1081,,0.2,,,0.10811,0.09189,45.9,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0046,LOT-205,SUP-003,PASS,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0089,59.9364,0.1285,,0.2,,,0.12844,0.07156,35.8,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0046,LOT-205,SUP-003,PASS,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0082,0.0,0.05,,,0.0082,0.0418,83.6,PASS,A,QE-Nguyen,2024-06-18
MMB-0046,LOT-205,SUP-003,PASS,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0141,0.0,0.1,,,0.0141,0.0859,85.9,PASS,A,QE-Nguyen,2024-06-18
MMB-0046,LOT-205,SUP-003,PASS,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0065,0.0,0.15,,,0.0065,0.1435,95.7,PASS,A,QE-Nguyen,2024-06-18
MMB-0046,LOT-205,SUP-003,PASS,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.0803,0.0,0.3,,,0.0803,0.2197,73.2,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0046,LOT-205,SUP-003,PASS,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0226,5.0,0.05,4.95,5.05,0.0226,0.0274,54.8,PASS,,QE-Nguyen,2024-06-18
MMB-0046,LOT-205,SUP-003,PASS,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0777,8.0,0.1,7.9,8.1,0.0777,0.0223,22.3,PASS,,QE-Nguyen,2024-06-18
MMB-0046,LOT-205,SUP-003,PASS,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,5.9907,6.0,0.1,5.9,6.1,0.0093,0.0907,90.7,PASS,,QE-Nguyen,2024-06-18
MMB-0047,LOT-205,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.0543,19.9803,0.1156,,0.2,,,0.11553,0.08447,42.2,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0047,LOT-205,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9175,20.035,0.1793,,0.2,,,0.17923,0.02077,10.4,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0047,LOT-205,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0094,60.0727,0.1466,,0.2,,,0.14661,0.05339,26.7,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0047,LOT-205,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.9079,60.1678,0.3827,,0.2,,,0.38283,-0.18283,-91.4,FAIL,A|B|C,QE-Nguyen,2024-06-18
MMB-0047,LOT-205,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0489,0.0,0.05,,,0.0489,0.0011,2.2,BORDERLINE,A,QE-Nguyen,2024-06-18
MMB-0047,LOT-205,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0545,0.0,0.1,,,0.0545,0.0455,45.5,PASS,A,QE-Nguyen,2024-06-18
MMB-0047,LOT-205,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0581,0.0,0.15,,,0.0581,0.0919,61.3,PASS,A,QE-Nguyen,2024-06-18
MMB-0047,LOT-205,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.0699,0.0,0.3,,,0.0699,0.2301,76.7,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0047,LOT-205,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0022,5.0,0.05,4.95,5.05,0.0022,0.0478,95.6,PASS,,QE-Nguyen,2024-06-18
MMB-0047,LOT-205,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0045,8.0,0.1,7.9,8.1,0.0045,0.0955,95.5,PASS,,QE-Nguyen,2024-06-18
MMB-0047,LOT-205,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0178,6.0,0.1,5.9,6.1,0.0178,0.0822,82.2,PASS,,QE-Nguyen,2024-06-18
MMB-0048,LOT-205,SUP-003,PASS,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9853,20.0707,0.1445,,0.2,,,0.14442,0.05558,27.8,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0048,LOT-205,SUP-003,PASS,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0063,19.9872,0.0286,,0.2,,,0.02853,0.17147,85.7,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0048,LOT-205,SUP-003,PASS,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.041,59.9351,0.1535,,0.2,,,0.15353,0.04647,23.2,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0048,LOT-205,SUP-003,PASS,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0205,60.0015,0.041,,0.2,,,0.04111,0.15889,79.4,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0048,LOT-205,SUP-003,PASS,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0038,0.0,0.05,,,0.0038,0.0462,92.4,PASS,A,QE-Nguyen,2024-06-18
MMB-0048,LOT-205,SUP-003,PASS,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0037,0.0,0.1,,,0.0037,0.0963,96.3,PASS,A,QE-Nguyen,2024-06-18
MMB-0048,LOT-205,SUP-003,PASS,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1104,0.0,0.15,,,0.1104,0.0396,26.4,PASS,A,QE-Nguyen,2024-06-18
MMB-0048,LOT-205,SUP-003,PASS,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1874,0.0,0.3,,,0.1874,0.1126,37.5,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0048,LOT-205,SUP-003,PASS,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0035,5.0,0.05,4.95,5.05,0.0035,0.0465,93.0,PASS,,QE-Nguyen,2024-06-18
MMB-0048,LOT-205,SUP-003,PASS,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0615,8.0,0.1,7.9,8.1,0.0615,0.0385,38.5,PASS,,QE-Nguyen,2024-06-18
MMB-0048,LOT-205,SUP-003,PASS,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.016,6.0,0.1,5.9,6.1,0.016,0.084,84.0,PASS,,QE-Nguyen,2024-06-18
MMB-0049,LOT-205,SUP-003,MRB REVIEW,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.0625,20.021,0.1319,,0.2,,,0.13187,0.06813,34.1,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0049,LOT-205,SUP-003,MRB REVIEW,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9862,19.9471,0.1093,,0.2,,,0.10934,0.09066,45.3,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0049,LOT-205,SUP-003,MRB REVIEW,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9759,59.9897,0.0525,,0.2,,,0.05242,0.14758,73.8,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0049,LOT-205,SUP-003,MRB REVIEW,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0818,60.0462,0.1879,,0.2,,,0.18789,0.01211,6.1,BORDERLINE,A|B|C,QE-Nguyen,2024-06-18
MMB-0049,LOT-205,SUP-003,MRB REVIEW,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.03,0.0,0.05,,,0.03,0.02,40.0,PASS,A,QE-Nguyen,2024-06-18
MMB-0049,LOT-205,SUP-003,MRB REVIEW,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0811,0.0,0.1,,,0.0811,0.0189,18.9,PASS,A,QE-Nguyen,2024-06-18
MMB-0049,LOT-205,SUP-003,MRB REVIEW,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0911,0.0,0.15,,,0.0911,0.0589,39.3,PASS,A,QE-Nguyen,2024-06-18
MMB-0049,LOT-205,SUP-003,MRB REVIEW,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1383,0.0,0.3,,,0.1383,0.1617,53.9,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0049,LOT-205,SUP-003,MRB REVIEW,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.97,5.0,0.05,4.95,5.05,0.03,0.02,40.0,PASS,,QE-Nguyen,2024-06-18
MMB-0049,LOT-205,SUP-003,MRB REVIEW,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0442,8.0,0.1,7.9,8.1,0.0442,0.0558,55.8,PASS,,QE-Nguyen,2024-06-18
MMB-0049,LOT-205,SUP-003,MRB REVIEW,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,5.9935,6.0,0.1,5.9,6.1,0.0065,0.0935,93.5,PASS,,QE-Nguyen,2024-06-18
MMB-0050,LOT-205,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.0544,20.0593,0.1609,,0.2,,,0.16095,0.03905,19.5,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0050,LOT-205,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9665,20.0475,0.1162,,0.2,,,0.11625,0.08375,41.9,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0050,LOT-205,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9856,59.9858,0.0405,,0.2,,,0.04045,0.15955,79.8,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0050,LOT-205,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0154,60.0171,0.046,,0.2,,,0.04602,0.15398,77.0,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0050,LOT-205,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0256,0.0,0.05,,,0.0256,0.0244,48.8,PASS,A,QE-Nguyen,2024-06-18
MMB-0050,LOT-205,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.015,0.0,0.1,,,0.015,0.085,85.0,PASS,A,QE-Nguyen,2024-06-18
MMB-0050,LOT-205,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0651,0.0,0.15,,,0.0651,0.0849,56.6,PASS,A,QE-Nguyen,2024-06-18
MMB-0050,LOT-205,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.2795,0.0,0.3,,,0.2795,0.0205,6.8,BORDERLINE,A|B|C,QE-Nguyen,2024-06-18
MMB-0050,LOT-205,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9443,5.0,0.05,4.95,5.05,0.0557,-0.0057,-11.4,FAIL,,QE-Nguyen,2024-06-18
MMB-0050,LOT-205,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0361,8.0,0.1,7.9,8.1,0.0361,0.0639,63.9,PASS,,QE-Nguyen,2024-06-18
MMB-0050,LOT-205,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0314,6.0,0.1,5.9,6.1,0.0314,0.0686,68.6,PASS,,QE-Nguyen,2024-06-18
